number,local_first_derivative_maximum,local_first_derivative_maximum_time,amplitude_first_derivative_maximum,local_second_serivative_maximum_time,local_minima_amplitude,local_minima_time,index_maxima,index_tangent_last,index_tangent,tangent_intercept_Swath,tangent_slope_Swath,intersection_time_swath,tangent_intercept,tangent_slope,intersection_time,probe_end_time,travel_length_medium,travel_time_media,air_start_time,air_end_time,theoretical_probe_end_time,rounded_theo_probe_end_time,swath_offset_time,index_minima,index_minima_tangent_first,index_minima_tangent_last,minima_swath_intersection,rounded_minima_swath_inters,r_Square_maxima
2,480,3875,1863,4005,1357,3390,776,781,771,-6619.1818181817935,2.1890909090909028,3643.60465116279,-7437,2.4,3664.166666666667,3665,0.01,396.6526608171605,2415,2681.6666666666665,3078.319327483827,3080,-565.2853236789633,679,674,684,3653.018056749785,3655,0.999059945691877
3,620,3840,1569,3820,1219,3410,769,774,764,-8780.690909090838,2.6945454545454353,3711.0863697705804,-10335,3.1,3727.0967741935483,3730,0.015,594.9789912257406,2415,2648.3333333333335,3243.312324559074,3245,-467.7740452115063,683,678,688,3718.928077455049,3720,0.9945227809927458
4,640,3870,1438,4010,1080,3385,775,780,770,-9180.236363636399,2.7436363636363725,3739.648774022532,-10946,3.2,3758.125,3760,0.02,793.305321634321,2415,2615,3408.305321634321,3410,-331.34345238821106,678,673,683,3743.3768406961176,3745,0.9956802917410014
5,480,4265,1737,4250,982,3575,854,859,849,-7274.054545454233,2.1127272727272004,3907.7710843373357,-8499,2.4,3950.416666666667,3955,0.025,991.6316520429012,2415,2581.6666666666665,3573.298318709568,3575,-334.4727656277678,716,711,721,3924.981933152651,3925,0.9976238677168121
6,620,4265,1609,4250,934,3645,854,859,849,-9862.88181818143,2.689090909090819,4015.0676132521876,-11612.5,3.1,4047.258064516129,4050,0.03,1189.9579824514813,2415,2548.3333333333335,3738.2913157848147,3740,-276.77629746737284,730,725,735,4020.3461274845686,4025,0.9945445204233804
7,620,4290,1498,4270,935,3725,859,864,854,-10194.836363636274,2.7254545454545247,4083.66244162775,-11801,3.1,4108.387096774193,4110,0.035,1388.2843128600616,2415,2515,3903.2843128600616,3905,-180.3781287676884,746,741,751,4094.6668956043927,4095,0.9973993057713298
8,660,4340,1404,4325,946,3875,869,874,864,-10687.96363636359,2.7854545454545345,4176.684073107049,-12918,3.3,4201.212121212121,4205,0.04,1586.610643268642,2415,2481.6666666666665,4068.2773099353085,4070,-108.4067631717403,776,771,781,4185.348759221998,4190,0.9912507285428298
9,480,4350,1210,4510,944,3970,871,876,866,-7995.18181818178,2.1163636363636273,4223.840206185567,-9230,2.4,4239.166666666667,4240,0.045000000000000005,1784.936973677222,2415,2448.3333333333335,4233.270307010555,4235,9.430100824988585,795,790,800,4230.722466960351,4235,0.9971855864342906
10,560,4595,1463,5470,940,4160,920,925,915,-10911.172727273295,2.6927272727273954,4401.178257933839,-11403,2.8,4408.214285714285,4410,0.05,1983.2633040858025,2415,2415,4398.263304085803,4400,-2.9149538480360206,833,828,838,4413.242574257436,4415,0.9993352530048014
